subject_id,session_id,session_index,subject_max_session_index,session_phase,embedding_1,embedding_2,embedding_3,embedding_4
synth142,synth142_s014,15,40,0.375,0.24688403654242394,-0.007642434203768533,0.08974049786776372,-0.1487411418766874
synth142,synth142_s015,16,40,0.4,0.2542182214714993,-0.03948017387722469,0.14980883001520795,-0.1454526421912929
synth142,synth142_s016,17,40,0.425,0.2611588644295915,-0.06990112068883439,0.2067693119000979,-0.14160835785791018
synth142,synth142_s017,18,40,0.45,0.2678142319880321,-0.09944443603396425,0.26174147578925916,-0.13731707068845755
synth142,synth142_s018,19,40,0.475,0.27446959954647265,-0.12898775137909405,0.3167136396784206,-0.13302578351900496
synth142,synth142_s019,20,40,0.5,0.28070431125879025,-0.16079173357075865,0.3769200088599052,-0.1285468358222768
synth142,synth142_s020,21,40,0.525,0.2858412101542661,-0.19090661196865838,0.43278079128932107,-0.12546112757272732
synth142,synth142_s021,22,40,0.55,0.29036137570430887,-0.21712793820594864,0.4814799017856439,-0.12273383756424891
synth142,synth142_s022,23,40,0.575,0.295077782307509,-0.24307200063072026,0.5296186932216809,-0.12001377265363618
synth142,synth142_s023,24,40,0.6,0.29984909310564867,-0.2689384903653377,0.5776007189534008,-0.11729572917623166
synth142,synth142_s024,25,40,0.625,0.305232730319275,-0.29714143095851364,0.6306098269711043,-0.11441347134989414
synth142,synth142_s025,26,40,0.65,0.31176661276522255,-0.3301725722205704,0.6934249727084545,-0.11114914777146737
synth142,synth142_s026,27,40,0.675,0.3183004952111701,-0.36320371348262703,0.7562401184458047,-0.10788482419304056
synth142,synth142_s027,28,40,0.7,0.3245238914297077,-0.39481650262012363,0.8164297655400439,-0.10474132143379322
synth142,synth142_s028,29,40,0.725,0.33029992696046123,-0.4243856745986359,0.8728364916056873,-0.1017719020315361
synth142,synth142_s029,30,40,0.75,0.33458254753104194,-0.44607440901240036,0.9146938648490401,-0.0993378193421472
synth142,synth142_s030,31,40,0.775,0.3387009078651937,-0.4669097444411246,0.9548451773739193,-0.09687947995509058
synth142,synth142_s031,32,40,0.8,0.3428192681993454,-0.4877450798698487,0.9949964898987984,-0.09442114056803395
synth142,synth142_s032,33,40,0.825,0.346805557492179,-0.5087432452261603,1.0350903627187173,-0.09201368604612901
synth142,synth142_s033,34,40,0.85,0.3505713564563935,-0.5300132523419105,1.0750883409405771,-0.08969118293012703
synth142,synth142_s034,35,40,0.875,0.3543371554206079,-0.5512832594576605,1.115086319162437,-0.08736867981412504
synth142,synth142_s035,36,40,0.9,0.35760836542317187,-0.5691526667505404,1.1486373461792545,-0.08536181912974547
synth142,synth142_s036,37,40,0.925,0.36072879841656197,-0.585985390432491,1.180222999731726,-0.08345118303891441
synth142,synth142_s037,38,40,0.95,0.363849231409952,-0.6028181141144414,1.2118086532841974,-0.0815405469480834
synth142,synth142_s038,39,40,0.975,0.3666873864417747,-0.6178314811653922,1.2398721864058961,-0.07982256263001468
synth142,synth142_s039,40,40,1.0,0.3694612084695028,-0.6323476099171903,1.2669347071568973,-0.07816048030660425
synth170,synth170_s000,1,40,0.025,0.02568244106202129,0.4656462225089283,-0.6192330335808944,-0.3101054718298813
synth170,synth170_s001,2,40,0.05,0.02801270461242497,0.453727526744262,-0.597003794984573,-0.3092694655599382
synth170,synth170_s002,3,40,0.075,0.03104531811357908,0.4382814518532536,-0.5677497882650414,-0.30801047070214477
synth170,synth170_s003,4,40,0.1,0.034000831502290774,0.4231305401282076,-0.5389523588249654,-0.306742711625068
synth170,synth170_s004,5,40,0.125,0.03636384988324616,0.4105888760015486,-0.5151011320412472,-0.30566796099327515
synth170,synth170_s005,6,40,0.15,0.038726868264201506,0.39804721187488973,-0.4912499052575291,-0.30459321036148224
synth170,synth170_s006,7,40,0.175,0.04145964576372624,0.38435643277065745,-0.46516038565856865,-0.3033699003944801
synth170,synth170_s007,8,40,0.2,0.04489101527220779,0.3682499173180568,-0.43442823599113045,-0.3018313091313834
synth170,synth170_s008,9,40,0.225,0.048872410069421335,0.34974270869211804,-0.3992993253480026,-0.3000319129411708
synth170,synth170_s009,10,40,0.25,0.05332276248528266,0.3291900743545575,-0.36054611541395243,-0.2980797713064418
synth170,synth170_s010,11,40,0.275,0.057773114901144035,0.30863744001699694,-0.3217929054799019,-0.2961276296717128
synth170,synth170_s011,12,40,0.3,0.062223467317005364,0.2880848056794365,-0.2830396955458516,-0.2941754880369838
synth170,synth170_s012,13,40,0.325,0.06596781528583556,0.27164877057285275,-0.25209988539820133,-0.29274946998225465
synth170,synth170_s013,14,40,0.35,0.0698753229068532,0.2546940324625864,-0.22015628225106,-0.2913014617610825
synth170,synth170_s014,15,40,0.375,0.07497303864291831,0.23264951990664554,-0.17846971242837728,-0.28939240294708374
synth170,synth170_s015,16,40,0.4,0.07884010145137182,0.21468932765755094,-0.1440151200805928,-0.28772706898024414
synth170,synth170_s016,17,40,0.425,0.08211080076523067,0.1975831834805932,-0.11089893654841737,-0.28575176516642664
synth170,synth170_s017,18,40,0.45,0.08488148732668083,0.18213392328942907,-0.08191784044700312,-0.2838077906917031
synth170,synth170_s018,19,40,0.475,0.08751180221354396,0.16705187566516394,-0.05414042777737882,-0.28222688157888476
synth170,synth170_s019,20,40,0.5,0.09014211710040705,0.15196982804089887,-0.026363015107754795,-0.2806459724660665
synth170,synth170_s020,21,40,0.525,0.0934044562365746,0.1336366768428124,0.007493724966166515,-0.27868063146866534
synth170,synth170_s021,22,40,0.55,0.09706938607606783,0.1132326176442659,0.0452229124946536,-0.2764704126790508
synth170,synth170_s022,23,40,0.575,0.10051779545606736,0.09373151160543455,0.08152307806338852,-0.2741126627192891
