true_family,subject_id,param,true_initial,baseline_fitted_static
QLearning,synth177,biasL,1.2415968897226206,0.7407711195895834
QLearning,synth177,choice_kernel_relative_weight,0.2704459353714559,0.1353305256445557
QLearning,synth177,forget_rate_unchosen,0.3140758797966871,0.5656749110249499
QLearning,synth177,learn_rate,0.7585392020121136,1.0
QLearning,synth177,softmax_inverse_temperature,15.488722515414905,27.706199895490418
QLearning,synth180,biasL,-0.1712754732043661,-0.123669378452224
QLearning,synth180,choice_kernel_relative_weight,0.1344032821713363,0.0664398721695966
QLearning,synth180,forget_rate_unchosen,0.1783133692530299,0.7479200273010735
QLearning,synth180,learn_rate,0.1246100571594351,0.0832468642805591
QLearning,synth180,softmax_inverse_temperature,6.9046922439615,5.822012232399034
QLearning,synth183,biasL,1.4964582719542443,0.77919175501986
QLearning,synth183,choice_kernel_relative_weight,0.0877665706685456,0.2709701744098097
QLearning,synth183,forget_rate_unchosen,0.278156461826026,0.0774405374694811
QLearning,synth183,learn_rate,0.2417680632139598,0.4358261881839481
QLearning,synth183,softmax_inverse_temperature,6.045330726860877,3.2438529868994492
QLearning,synth186,biasL,-0.0421978868792544,0.0191896741625515
QLearning,synth186,choice_kernel_relative_weight,0.2171317209123136,0.1715884045511484
QLearning,synth186,forget_rate_unchosen,0.3148996971330062,0.8267329393082455
QLearning,synth186,learn_rate,0.1706393359116817,0.0872413999956708
QLearning,synth186,softmax_inverse_temperature,8.257214794634034,5.316259944774886
QLearning,synth189,biasL,0.9944517129350854,0.5019552672071903
QLearning,synth189,choice_kernel_relative_weight,0.1276107945190502,0.2145566614351635
QLearning,synth189,forget_rate_unchosen,0.0013975811783077,0.0
QLearning,synth189,learn_rate,0.3207360455724077,0.5900373779495518
QLearning,synth189,softmax_inverse_temperature,14.039888822254618,8.990331140207248
QLearning,synth192,biasL,1.484194678784808,0.9188251600713716
QLearning,synth192,choice_kernel_relative_weight,0.3291719411652234,0.6980537997379448
QLearning,synth192,forget_rate_unchosen,0.0769801215291066,0.0
QLearning,synth192,learn_rate,0.8617539780087461,0.8677790891127931
QLearning,synth192,softmax_inverse_temperature,13.816149645758555,5.797342031586495
QLearning,synth195,biasL,-0.2387943498339319,-0.1280549873719677
QLearning,synth195,choice_kernel_relative_weight,0.0314397184500077,0.0066812264435038
QLearning,synth195,forget_rate_unchosen,0.2548735086923552,0.7351860072419293
QLearning,synth195,learn_rate,0.4146136664588114,0.3307236924232212
QLearning,synth195,softmax_inverse_temperature,5.2869423596121,3.680482302325747
QLearning,synth198,biasL,1.3444432595774924,0.7622807725892843
QLearning,synth198,choice_kernel_relative_weight,0.3398650420022239,0.5960608416775426
QLearning,synth198,forget_rate_unchosen,0.2475426119429028,0.0147443562951569
